"Timestamp","What gender do you identify with?","What race do you identify with?","What graduation class are you?","What is the maximum size of an indoor social gathering (without masking) that you would feel comfortable attending right now?","Which Covid-19 restrictions do you think should be in place right now? (check all that apply)","Which Covid-19 restrictions would you support if Brown were to see a rise in cases similar to the increase in early September of this year? (check all that apply)","How worried are you about getting seriously sick from Covid-19?","How would you describe your political views?","Do you think you are more liberal, more conservative, or about the same as the median Brown student?"," Do you approve or disapprove of the way Joe Biden is handling his job as President?","How happy are you that you go to Brown?","Which of the following do you check on a regular basis? (check all that apply)","How satisfied are you with the overall experience of Brown dining at the moment?"
"2021/10/14 4:34:27 PM AST","Female","Asian","2022","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Moderate","More conservative","Neither approve nor disapprove","Very happy","The Brown Daily Herald website;Dear Blueno;Brown meme pages","I am not on meal plan"
"2021/10/14 4:35:26 PM AST","Female","Asian","2024","15 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat disapprove","Very happy","Official Brown website and social media pages;Brown meme pages","Satisfied"
"2021/10/14 4:35:59 PM AST","Male","Asian","2024","No maximum","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Conservative","More conservative","Neither approve nor disapprove","Somewhat happy","","Satisfied"
"2021/10/14 4:39:28 PM AST","Female","Asian","2023","25 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Neither approve nor disapprove","Very happy","","Satisfied"
"2021/10/14 4:42:15 PM AST","Female","Asian","2022","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am extremely worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","","Very unsatisfied"
"2021/10/14 4:42:33 PM AST","Male","White","2022","No maximum","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.)","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Liberal","More conservative","Somewhat approve","Very happy","Class Facebook page","I am not on meal plan"
"2021/10/14 4:45:14 PM AST","","Asian","2023","No maximum","None","None","I am not at all worried about getting seriously sick from Covid-19","Conservative","More conservative","Strongly disapprove","Very happy","","I am not on meal plan"
"2021/10/14 4:45:43 PM AST","Male","Black","2025","50 people","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Neither approve nor disapprove","Very happy","","Satisfied"
"2021/10/14 4:47:21 PM AST","Male","White","2025","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More conservative","Somewhat approve","Very happy","Brown meme pages","Satisfied"
"2021/10/14 4:49:21 PM AST","Male","White","2023","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","About the same","Neither approve nor disapprove","Very happy","The College Hill Independent website","Unsatisfied"
"2021/10/14 4:50:10 PM AST","Female","Asian","2024.5","50 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","","Neutral"
"2021/10/14 4:51:41 PM AST","Male","Asian","","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Liberal","Unsure/prefer not to answer","Strongly approve","Unsure/prefer not to answer","","No opinion/prefer not to answer"
"2021/10/14 4:54:50 PM AST","Female","White","2025","25 people","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","Brown meme pages","Satisfied"
"2021/10/14 4:55:00 PM AST","Female","Black","2024","100 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Unsure/prefer not to answer","Unsure/prefer not to answer","Unsure/no opinion","Somewhat happy","Brown meme pages","Unsatisfied"
"2021/10/14 5:01:08 PM AST","Female","White","2024","No maximum","None","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Brown meme pages","Satisfied"
"2021/10/14 5:03:28 PM AST","Non-binary","White","2025","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","More liberal","Strongly disapprove","Neither happy nor unhappy","The College Hill Independent website;Brown meme pages","I am not on meal plan"
"2021/10/14 5:05:27 PM AST","Female","Non-white Hispanic","2023","50 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","","I am not on meal plan"
"2021/10/14 5:05:32 PM AST","Female","White","2023","No maximum","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Very happy","Dear Blueno","No opinion/prefer not to answer"
"2021/10/14 5:07:32 PM AST","Male","White","2024","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Official Brown website and social media pages;Brown meme pages","Very satisfied"
"2021/10/14 5:08:08 PM AST","Female","White","2023","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Neither approve nor disapprove","Very happy","Brown meme pages","Neutral"
"2021/10/14 5:10:26 PM AST","Male","White","2024","100 people","Mandatory Covid-19 testing","Required masking in class;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More conservative","Strongly approve","Somewhat happy","The Brown Daily Herald website;Official Brown website and social media pages;Brown meme pages","Very unsatisfied"
"2021/10/14 5:12:03 PM AST","Male","White","2024","100 people","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","","Unsatisfied"
"2021/10/14 5:13:30 PM AST","Male","White","2024","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","The Brown Daily Herald website;Brown meme pages","Unsatisfied"
