"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my political opinions on Brown’s campus.","Have you attended a protest in your time at Brown?","To what extent do you agree with the following statement: It is possible for Israel and an independent Palestinian state to coexist peacefully.","Should the 20 members of BrownU Jews for Ceasefire Now who staged a sit-in at University Hall face disciplinary action from the University?","To what extent do you agree or disagree with recent calls for Brown University to divest its endowment from weapons manufacturers supplying the Israeli army?","Have you been to therapy (psychological or emotional counseling) before?","On average, how many class meetings (including lectures, seminars, labs, conference sections, etc.) do you skip per week?","Do you think your concentration/double-concentration is harder or easier than the majority of other concentrations at Brown?","Do you think humans are inherently monogamous (are inclined to commit to only one person at a time)?","When was the last time you masturbated?"
"2023/11/30 2:29:32 PM EST","2024.5","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","No","Unsure","I have never been to therapy","2","Unsure","Yes","Yesterday"
"2023/11/30 2:30:43 PM EST","2024","Man","Hispanic or Latino","Social Sciences (including economics, CLPS)","Somewhat agree","No","Strongly agree","Yes","Strongly disagree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","No","In the last month"
"2023/11/30 2:33:17 PM EST","2026","Man","White","Humanities/Arts;Life Sciences","Somewhat agree","No","Somewhat agree","Unsure","Somewhat agree","I have never been to therapy","0","Unsure","Unsure","I have never masturbated"
"2023/11/30 2:34:05 PM EST","2027","Man","Asian","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","No","Strongly agree","I have never been to therapy","4","Unsure","Yes","Prefer not to answer"
"2023/11/30 2:34:37 PM EST","2027","Woman","Middle Eastern or North African","Life Sciences","Strongly agree","Yes","Strongly agree","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","No","In the last year"
"2023/11/30 2:34:55 PM EST","2026","Man","Asian","Social Sciences (including economics, CLPS)","Strongly disagree","No","Unsure","No","Somewhat disagree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is easier than the majority of other concentrations","Unsure","Unsure"
"2023/11/30 2:35:50 PM EST","2027","Man","Hispanic or Latino","Humanities/Arts","Strongly agree","Yes","Strongly agree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","3","Unsure","No","In the last month"
"2023/11/30 2:38:10 PM EST","2026","Woman","White","Life Sciences","Somewhat agree","No","Unsure","No","Strongly agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","In the last month"
"2023/11/30 2:38:22 PM EST","2027","Woman","Black","Humanities/Arts","Somewhat agree","No","Unsure","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","Unsure","No","Prefer not to answer"
"2023/11/30 2:40:36 PM EST","2025","Man","Asian","Humanities/Arts;Life Sciences","Strongly disagree","No","Somewhat agree","No","Unsure","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","Yes","Unsure"
"2023/11/30 2:41:02 PM EST","2024","Non-binary","Black;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","1","My concentration is harder than the majority of other concentrations","No","Yesterday"
"2023/11/30 2:43:08 PM EST","2026","Man","Asian;White","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat agree","No","Strongly agree","I have never been to therapy","4","My concentration is easier than the majority of other concentrations","Unsure","In the last year"
"2023/11/30 2:43:20 PM EST","2025","Non-binary","Black;White","Life Sciences","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/30 2:48:10 PM EST","2024","Man","Asian","Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Strongly disagree","No","Strongly agree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 2:53:45 PM EST","2025","Man","White","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Unsure","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","Unsure","In the last month"
"2023/11/30 2:55:29 PM EST","2027","Man","White","Humanities/Arts","Somewhat agree","No","Unsure","No","Strongly agree","I have never been to therapy","1","My concentration is easier than the majority of other concentrations","Yes","In the last week"
"2023/11/30 2:55:47 PM EST","2025","Woman","White","Life Sciences;Social Sciences (including economics, CLPS)","Strongly agree","Yes","Unsure","No","Somewhat agree","I am currently going to therapy","1","My concentration is easier than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 3:04:31 PM EST","2026","Man","White","Physical Sciences (including math, computer science)","Strongly disagree","Yes","Unsure","No","Unsure","I have been to therapy in the past but do not currently go to therapy","2","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/30 3:06:10 PM EST","2026","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","Unsure","Somewhat disagree","I have never been to therapy","2","My concentration is harder than the majority of other concentrations","No","Yesterday"
"2023/11/30 3:07:10 PM EST","2024","Woman;Non-binary","Middle Eastern or North African;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","2","My concentration is easier than the majority of other concentrations","No","In the last week"
"2023/11/30 3:08:35 PM EST","2026","Woman","White","Life Sciences;Physical Sciences (including math, computer science)","Strongly agree","Yes","Somewhat agree","No","Strongly agree","I am currently going to therapy","3","My concentration is harder than the majority of other concentrations","No","In the last month"
"2023/11/30 3:11:37 PM EST","2025","Man","White","Humanities/Arts","Somewhat agree","No","Unsure","No","Unsure","I have been to therapy in the past but do not currently go to therapy","1","My concentration is easier than the majority of other concentrations","Yes","In the last week"
"2023/11/30 3:14:06 PM EST","2026","Woman","Hispanic or Latino","Life Sciences","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have never been to therapy","0","Unsure","Yes","In the last month"
"2023/11/30 3:17:05 PM EST","2025","Woman","Black;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Unsure","No","Strongly agree","I am currently going to therapy","2","Unsure","Unsure","Prefer not to answer"
"2023/11/30 3:19:53 PM EST","2026","Woman","White","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Unsure","No","Strongly agree","I have never been to therapy","0","Unsure","Yes","Today"
"2023/11/30 3:24:54 PM EST","2025","Woman","Hispanic or Latino","Humanities/Arts","Strongly agree","No","Somewhat agree","Unsure","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is easier than the majority of other concentrations","Yes","In the last week"
"2023/11/30 3:25:17 PM EST","2025","Man","Asian;White","Physical Sciences (including math, computer science)","Somewhat disagree","No","Somewhat agree","No","Somewhat agree","I have never been to therapy","2","My concentration is harder than the majority of other concentrations","Yes","In the last month"
"2023/11/30 3:32:00 PM EST","2027","Man","Black","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Somewhat disagree","I am currently going to therapy","5+","My concentration is harder than the majority of other concentrations","Unsure","Today"
"2023/11/30 3:32:08 PM EST","2027","Man","Black","Humanities/Arts;Social Sciences (including economics, CLPS)","Strongly agree","No","Somewhat agree","No","Strongly agree","I am currently going to therapy","3","My concentration is harder than the majority of other concentrations","Yes","Today"
"2023/11/30 3:33:30 PM EST","2027","Woman","Black","Life Sciences;Social Sciences (including economics, CLPS)","Somewhat agree","No","Strongly disagree","No","Strongly agree","I have never been to therapy","3","Unsure","Unsure","In the last week"
"2023/11/30 3:33:35 PM EST","2026","Woman","White","Social Sciences (including economics, CLPS)","Somewhat disagree","No","Strongly agree","No","Somewhat disagree","I am currently going to therapy","0","My concentration is easier than the majority of other concentrations","Yes","In the last month"
"2023/11/30 3:35:46 PM EST","2024.5","Man","White","Physical Sciences (including math, computer science)","Strongly agree","Yes","Unsure","No","Strongly agree","I am currently going to therapy","3","My concentration is harder than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 3:36:49 PM EST","2025","Woman","Hispanic or Latino","Life Sciences;Social Sciences (including economics, CLPS)","Strongly agree","Yes","Unsure","No","Strongly agree","I have never been to therapy","0","Unsure","Unsure","Prefer not to answer"
"2023/11/30 3:38:32 PM EST","2025","Woman","White","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Somewhat disagree","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","4","My concentration is harder than the majority of other concentrations","No","In the last month"
"2023/11/30 3:40:02 PM EST","2024","Man","White","Life Sciences","Somewhat disagree","Yes","Strongly disagree","Yes","Strongly disagree","I have never been to therapy","2","Unsure","No","In the last week"
"2023/11/30 3:42:40 PM EST","2026","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Strongly agree","No","Strongly agree","I am currently going to therapy","1","Unsure","No","Today"
"2023/11/30 3:45:58 PM EST","2025","Woman","Black;White","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","0","My concentration is harder than the majority of other concentrations","Yes","Prefer not to answer"
"2023/11/30 3:47:19 PM EST","2026","Man","Asian","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat disagree","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Yes","In the last year"
"2023/11/30 3:49:19 PM EST","2026","Woman","White","Humanities/Arts","Strongly disagree","Unsure","Strongly agree","Yes","Strongly disagree","I am currently going to therapy","0","My concentration is easier than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 3:50:53 PM EST","2026","Man","Middle Eastern or North African;White","Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Strongly agree","Yes","Strongly disagree","I am currently going to therapy","1","My concentration is harder than the majority of other concentrations","Yes","Yesterday"
