"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","To what extent do you agree with the following statement: Joe Biden is too old to be an effective president.","To what extent do you agree with the following statement: Donald Trump is too old to be an effective president.","Should Brown have institutional neutrality? [""Institutional neutrality is the idea that colleges and universities should not, as institutions, take positions on social and political issues""]

(Definition from the Foundation for Individual Rights and Expression)","Do you identify more closely with capitalist or communist values?","How would you rate the effectiveness of using social media for political activism?","Do you think you are more lonely than the average Brown student?","Would you rather receive a final grade of a B or an S in a course?","Have you ever shoplifted before?","What is your love language?"
"2024/03/07 3:05:33 PM EST","2024","Woman","White","Social Sciences (including economics, CLPS)","Somewhat agree","Somewhat agree","Unsure","Unsure","Somewhat ineffective","Yes, slightly more lonely","I would rather receive a final grade of an S","No","Physical touch"
"2024/03/07 3:05:42 PM EST","2024","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","Somewhat agree","Unsure","I identify more closely with communist values","Somewhat effective","No, significantly less lonely","I would rather receive a final grade of an S","No","Acts of service"
"2024/03/07 3:09:05 PM EST","2024","Man","White","Life Sciences","Somewhat disagree","Somewhat disagree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Somewhat ineffective","No, slightly less lonely","I would rather receive a final grade of an S","Yes","Quality time"
"2024/03/07 3:14:10 PM EST","2026","Non-binary","Asian","Physical Sciences (including math, computer science)","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","Unsure","I would rather receive a final grade of a B","Yes","I do not believe in love languages"
"2024/03/07 3:16:15 PM EST","2027","Man","Asian","Life Sciences","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","Unsure","Somewhat ineffective","No, slightly less lonely","I would rather receive a final grade of an S","Unsure","Quality time"
"2024/03/07 3:16:36 PM EST","2027","Woman","Hispanic or Latino","Humanities/Arts","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","Yes, slightly more lonely","I would rather receive a final grade of an S","No","Quality time"
"2024/03/07 3:20:43 PM EST","2025","Woman","Hispanic or Latino","Humanities/Arts","Strongly agree","Strongly agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of an S","No","Quality time"
"2024/03/07 3:21:45 PM EST","2024.5","Man","Hispanic or Latino;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat disagree","Somewhat disagree","Yes, Brown should have institutional neutrality","Unsure","Somewhat ineffective","No, slightly less lonely","I would rather receive a final grade of an S","No","I do not believe in love languages"
"2024/03/07 3:22:02 PM EST","2024","Woman","White","Humanities/Arts","Strongly agree","Strongly agree","Yes, Brown should have institutional neutrality","Unsure","Very effective","No, significantly less lonely","I would rather receive a final grade of a B","Yes","Acts of service"
"2024/03/07 3:23:04 PM EST","2026","Man","Asian","Life Sciences;Physical Sciences (including math, computer science)","Somewhat agree","Somewhat disagree","Unsure","Unsure","Somewhat effective","Yes, slightly more lonely","I would rather receive a final grade of a B","Yes","Quality time"
"2024/03/07 3:29:45 PM EST","2026","Man","White","Physical Sciences (including math, computer science)","Somewhat agree","Somewhat agree","Unsure","I identify more closely with capitalist values","Somewhat effective","No, significantly less lonely","I would rather receive a final grade of an S","Yes","Physical touch"
"2024/03/07 3:29:46 PM EST","2026","Man","White","Physical Sciences (including math, computer science)","Somewhat disagree","Somewhat agree","Unsure","I identify more closely with capitalist values","Very effective","No, significantly less lonely","I would rather receive a final grade of an S","No","Physical touch"
"2024/03/07 3:31:58 PM EST","2027","Man","Hispanic or Latino","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","Somewhat agree","Yes, Brown should have institutional neutrality","Unsure","Very effective","No, slightly less lonely","I would rather receive a final grade of a B","Yes","Acts of service"
"2024/03/07 3:32:44 PM EST","2027","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","Unsure","Somewhat ineffective","Yes, slightly more lonely","I would rather receive a final grade of an S","Yes","Quality time"
"2024/03/07 3:35:02 PM EST","2027","Man","Asian;Native Hawaiian or Pacific Islander;White","Life Sciences;Physical Sciences (including math, computer science)","Strongly agree","Strongly agree","No, Brown should not have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","No, significantly less lonely","I would rather receive a final grade of an S","Yes","Quality time"
"2024/03/07 3:36:33 PM EST","2024","Woman","Asian;White","Life Sciences","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","Unsure","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of an S","No","Quality time"
"2024/03/07 3:36:51 PM EST","2024","Woman","White","Life Sciences","Somewhat agree","Somewhat agree","Unsure","Unsure","Very effective","No, significantly less lonely","I would rather receive a final grade of a B","No","Gift giving"
"2024/03/07 3:37:54 PM EST","2025","Man","Middle Eastern or North African","Life Sciences;Social Sciences (including economics, CLPS)","Strongly agree","Strongly agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","Unsure","I would rather receive a final grade of an S","No","Quality time"
"2024/03/07 3:40:03 PM EST","2024","Woman","Asian","Life Sciences","Strongly agree","Strongly agree","No, Brown should not have institutional neutrality","Unsure","Very effective","No, significantly less lonely","I would rather receive a final grade of a B","Yes","Quality time"
"2024/03/07 3:40:12 PM EST","2024","Woman","White","Life Sciences","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","Unsure","Somewhat effective","Yes, slightly more lonely","I would rather receive a final grade of an S","No","Words of affirmation"
"2024/03/07 3:41:40 PM EST","2026","Man","Native Hawaiian or Pacific Islander;White","Humanities/Arts","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","Yes, slightly more lonely","I would rather receive a final grade of an S","No","Physical touch"
"2024/03/07 3:41:57 PM EST","2027","Woman","Middle Eastern or North African","Life Sciences","Strongly agree","Strongly agree","Unsure","I identify more closely with capitalist values","Somewhat ineffective","Yes, slightly more lonely","I would rather receive a final grade of an S","Yes","Quality time"
"2024/03/07 3:42:54 PM EST","2026","Woman","Black","Physical Sciences (including math, computer science)","Unsure","Unsure","Yes, Brown should have institutional neutrality","Unsure","Unsure","No, slightly less lonely","I would rather receive a final grade of an S","Prefer not to answer","Unsure"
"2024/03/07 3:44:47 PM EST","2025","Woman","White","Humanities/Arts","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Very ineffective","No, significantly less lonely","I would rather receive a final grade of an S","Yes","Physical touch"
"2024/03/07 3:47:32 PM EST","2027","Man","Asian","Physical Sciences (including math, computer science)","Somewhat agree","Strongly agree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of a B","No","Physical touch"
"2024/03/07 3:48:32 PM EST","2027","Man","Asian","Physical Sciences (including math, computer science)","Unsure","Unsure","No, Brown should not have institutional neutrality","Unsure","Somewhat ineffective","Yes, slightly more lonely","I would rather receive a final grade of a B","Yes","Physical touch"
"2024/03/07 3:51:23 PM EST","2025.5","Woman","Native American or Alaska Native;White","Humanities/Arts;Physical Sciences (including math, computer science)","Strongly agree","Somewhat agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat ineffective","Yes, slightly more lonely","I would rather receive a final grade of a B","Yes","Quality time"
"2024/03/07 3:52:01 PM EST","2026","Woman","Hispanic or Latino;White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat disagree","Somewhat disagree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of an S","Yes","Words of affirmation"
"2024/03/07 3:52:06 PM EST","2027","Man","Black;Hispanic or Latino","Social Sciences (including economics, CLPS)","Strongly agree","Strongly agree","Unsure","I identify more closely with communist values","Very effective","Unsure","I would rather receive a final grade of a B","No","Quality time"
"2024/03/07 3:54:03 PM EST","2024","Woman","Black","Humanities/Arts;Social Sciences (including economics, CLPS)","Strongly agree","Strongly agree","No, Brown should not have institutional neutrality","Unsure","Somewhat effective","Yes, slightly more lonely","I would rather receive a final grade of an S","No","Quality time"
