"Timestamp","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","How would you describe your sexual orientation? Check all that apply.","What is your current graduation year?","What is your (intended) concentration area(s)?","Do you have a parent, grandparent, or sibling who attended Brown? (Check all that apply)","How concerned are you about the spread of COVID-19 on campus?","Have you ever had a fake ID?","Do you approve or disapprove of the way President Christina Paxson is handling her job?","Are you generally happy?","Are you planning to vote in the November elections?","Agree or disagree: Brown should reduce grade inflation. ","Have you attended a protest in your time at Brown?","Which of the following best describes your current relationship status?","Have you ever cheated on/been cheated on by your significant other? (check all that apply)","Have you had an appointment at Counseling and Psychological Services (CAPS) this semester?","Have you benefited from a program or service provided by the Undergraduate Council of Students (UCS) in your time at Brown?"
"2022/10/13 11:35:36 AM AST","Female","White","Straight","2025","Life Sciences;Physical Sciences (including math, computer science)","Yes, parent","Slightly concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in Rhode Island (which is not my home state)","Somewhat agree","No","Single and looking for something casual","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:40:21 AM AST","Female","White","Straight","2025","Physical Sciences (including math, computer science)","No","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, in Providence","Hooking up with multiple people","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:40:53 AM AST","Female","Hispanic","Straight","2024","Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in Rhode Island (which is not my home state)","Neutral","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/13 11:41:54 AM AST","Female","White","Straight","2025","Social Sciences","Yes, sibling","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","Yes, in Providence","Hooking up with multiple people","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/13 11:42:13 AM AST","Female","White","Straight","2024","Social Sciences","No","Not concerned","Yes","Somewhat approve","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","Yes, in Providence","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:42:16 AM AST","Female","White","Bisexual","2023","Life Sciences;Physical Sciences (including math, computer science)","No","Somewhat concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","No","Somewhat disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/13 11:43:46 AM AST","Female","White","Pansexual;Queer","2025","Humanities/Arts","No","Somewhat concerned","Yes","Somewhat disapprove","Yes, very happy","Yes, in Rhode Island (which is my home state)","Somewhat agree","No","Single and looking for something casual","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/13 11:43:52 AM AST","Male","Asian","Straight","2025","Humanities/Arts;Life Sciences;Physical Sciences (including math, computer science)","Yes, parent;Yes, grandparent;Yes, sibling","Slightly concerned","No","Neither approve nor disapprove","Yes, very happy","No","Neutral","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:44:15 AM AST","Male","White","Straight","2025","Humanities/Arts;Social Sciences","No","Not concerned","Yes","Somewhat approve","Yes, very happy","Yes, in a state other than Rhode Island","Neutral","No","Hooking up with multiple people","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/13 11:48:02 AM AST","Female;Nonbinary","Hispanic","Bisexual;Pansexual;Queer","2023.5","Social Sciences","No","Very concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","Yes, in Providence","Single and not looking for anything","Unsure","Yes, within one week of requesting it","Unsure"
"2022/10/13 11:50:12 AM AST","Male","Asian;White","Straight","2025","Physical Sciences (including math, computer science)","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat agree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/13 11:50:42 AM AST","Male","White","Straight","2025","Physical Sciences (including math, computer science)","Yes, sibling","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/13 11:51:38 AM AST","Female","Black","Straight","2025","Humanities/Arts;Physical Sciences (including math, computer science)","No","Very concerned","No","Somewhat disapprove","Yes, very happy","I am not eligible to vote","Somewhat agree","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:51:55 AM AST","Male","Asian;White","Straight","2025","Physical Sciences (including math, computer science)","No","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:52:27 AM AST","Male","White","Queer","2025","Urban Environmentality","No","Not concerned","Yes","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat agree","No","In a casual relationship","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/13 11:53:43 AM AST","Nonbinary","Asian","Queer","2026","Life Sciences","Yes, parent","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","No","Neutral","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:54:56 AM AST","Female","White","Straight","2025","Life Sciences;Physical Sciences (including math, computer science)","No","Slightly concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, in Providence","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/13 11:55:46 AM AST","Male","Asian;Hispanic;White","Straight","2025","Life Sciences;Physical Sciences (including math, computer science)","No","Not concerned","Yes","Neither approve nor disapprove","Yes, very happy","No","Somewhat agree","No","Hooking up with multiple people","Unsure","No, and I did not try to make an appointment","No"
"2022/10/13 11:56:37 AM AST","Male","White","Gay","2024","Life Sciences;Social Sciences","No","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly agree","Yes, in Providence","Single and looking for a relationship","I have never had a significant other","No, I wanted to but was unable to make an appointment","No"
"2022/10/13 11:57:03 AM AST","Nonbinary","Hispanic;White","Bisexual","2024","Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","Unsure"
"2022/10/13 11:57:40 AM AST","Male","Hispanic","Straight","2025","Humanities/Arts;Physical Sciences (including math, computer science)","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","No","Somewhat disagree","No","In a long-term relationship","I have been cheated on by my significant other","No, and I did not try to make an appointment","No"
"2022/10/13 11:58:07 AM AST","Female","Hispanic","Straight","2025","Humanities/Arts","No","Very concerned","Unsure","Strongly disapprove","Yes, somewhat happy","I am not eligible to vote","Strongly disagree","Yes, in Providence","Hooking up with multiple people","Prefer not to answer","No, and I did not try to make an appointment","Yes"
"2022/10/13 11:58:15 AM AST","Female","Hispanic","Bisexual","2025","Social Sciences","No","Somewhat concerned","No","Neither approve nor disapprove","Neither happy nor unhappy","Yes, in Rhode Island (which is not my home state)","Neutral","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","Unsure"
"2022/10/13 11:58:30 AM AST","Female","White","Straight","2025","Social Sciences","Yes, parent","Somewhat concerned","Yes","Somewhat disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Neutral","Yes, in Providence","Single and looking for something casual","I have been cheated on by my significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:59:53 AM AST","Male","Hispanic;White","Straight","2025","Humanities/Arts;Social Sciences","No","Slightly concerned","Yes","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus and in Providence","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","Unsure"
"2022/10/13 11:59:58 AM AST","Female","Asian","Queer;Questioning or unsure","2024","Humanities/Arts;Social Sciences","No","Slightly concerned","Yes","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","Yes, on campus and in Providence","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","No"
"2022/10/13 12:00:03 PM AST","Female","White","Straight","2026","Humanities/Arts;Physical Sciences (including math, computer science)","No","Slightly concerned","Yes","Somewhat approve","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","No","In a casual relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
