"Timestamp","What is your current graduation year?","How would you describe your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Do you participate in athletics at Brown? Select all that apply.","To what extent are you informed about the Israel-Hamas War?","To what extent do you think the average Brown student is informed about the Israel-Hamas War?","Which of the following statements do you most agree with?","Have you ever considered transferring from Brown to another undergraduate institution? ","Do you have access to a credit or debit card that is paid for by a parent/guardian?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my religion on Brown’s campus.","Which of the following statements comes closest to your view?","How likely are you to donate money to Brown University or an affiliated organization in the future?","Would you date a first-year student at Brown?"
"2023/10/19 12:18:19 PM AST","2025","Male","White","Social Sciences (including economics, CLPS)","Yes, club athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/19 12:22:18 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Somewhat informed","Unsure","No","Yes","I do not actively practice a religion","Unsure","Somewhat unlikely","Yes"
"2023/10/19 12:24:43 PM AST","2025","Male","White","Life Sciences","Yes, club athletics","Somewhat uninformed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","No"
"2023/10/19 12:25:35 PM AST","2024","Male","White","Social Sciences (including economics, CLPS)","Yes, intramural athletics","Very informed","Somewhat informed","Unsure","No","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 12:26:12 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Yes, club athletics;Yes, intramural athletics","Very informed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/19 12:27:02 PM AST","2024","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, varsity athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","No","No","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/19 12:28:07 PM AST","2027","Female","Hispanic","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","The United States of America is in decline","No","No","I do not actively practice a religion","Unsure","Unsure","Yes"
"2023/10/19 12:28:53 PM AST","2027","Male","Asian;White","Humanities/Arts;Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat informed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/19 12:29:43 PM AST","2027","Female","Middle Eastern or North African","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","No","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/19 12:29:51 PM AST","2025","Male","White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, club athletics;Yes, intramural athletics","Somewhat informed","Very informed","The United States of America is not in decline","No","No","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 12:32:07 PM AST","2027","Male","White","Life Sciences","Yes, varsity athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","Yes","No","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/19 12:35:07 PM AST","2024","Female","White","Physical Sciences (including math, computer science)","Yes, intramural athletics","Somewhat informed","Somewhat uninformed","Prefer not to answer","No","Yes","Somewhat disagree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/19 12:36:46 PM AST","2027","Male","White","Physical Sciences (including math, computer science)","Yes, club athletics","Unsure","Somewhat uninformed","Unsure","No","No","Unsure","Unsure","Unsure","Unsure"
"2023/10/19 12:37:43 PM AST","2026","Male","White","Life Sciences","Yes, club athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","Unsure","No","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/19 12:41:45 PM AST","2027","Female","Hispanic","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/19 12:42:56 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Unsure","Somewhat informed","The United States of America is in decline","No","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/19 12:44:14 PM AST","2025","Female","Hispanic","Physical Sciences (including math, computer science)","Yes, varsity athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/19 12:45:56 PM AST","2027","Male","Asian","Life Sciences","Yes, club athletics","Very uninformed","Unsure","Unsure","Yes","Yes","Strongly disagree","Unsure","Somewhat likely","No"
"2023/10/19 12:46:39 PM AST","2026","Male","Hispanic;Middle Eastern or North African;White","Life Sciences","Yes, club athletics;Yes, intramural athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","No","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","Unsure"
"2023/10/19 12:48:30 PM AST","2027","Male","Asian","Physical Sciences (including math, computer science)","Yes, club athletics;Yes, intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","Unsure","Yes","Somewhat agree","Unsure","Somewhat likely","No"
"2023/10/19 12:48:43 PM AST","2027","Female","Asian","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","Prefer not to answer","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","Prefer not to answer"
"2023/10/19 12:50:16 PM AST","2026","Female","Asian","Life Sciences;Physical Sciences (including math, computer science)","Yes, club athletics","Somewhat informed","Very uninformed","The United States of America is in decline","No","No","Somewhat agree","Unsure","Somewhat unlikely","Unsure"
"2023/10/19 12:51:51 PM AST","2023.5","Female","White","Humanities/Arts;Life Sciences;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","Unsure","Yes","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","No"
"2023/10/19 12:52:21 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat uninformed","The United States of America is in decline","Yes","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
