"Timestamp","What is your current graduation year?","What is your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area? Check all that apply.","How would you describe your family’s socioeconomic status?","Would you support or oppose the U.S. government banning TikTok?","When was the last time you cried?","Do you regret choosing to take a class S/NC rather than for a letter grade?","If you had to choose, would you rather raise a child starting now or never have the opportunity? (Baby now or never)","Which of the following statements applies to you? Check all that apply.","Who is the current Chief Justice of the United States Supreme Court?","Do you approve or disapprove of Brown Concert Agency’s artist selections for Spring Weekend?","On average, how many alcoholic beverages do you consume each week at Brown?"
"2023/04/13 3:17:32 PM AST","2025","Woman","Hispanic","Social Sciences (including economics, CLPS)","Lower class","Unsure","In the past week","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends are the same gender as me","Robert","Strongly disapprove","0-5 drinks"
"2023/04/13 3:17:41 PM AST","2025","Woman","White","Social Sciences (including economics, CLPS)","Middle class","Oppose","In the past week","Yes, I regret choosing to take one class S/NC","I would rather never have the opportunity","Most of my close friends are the same gender as me","","Unsure","0-5 drinks"
"2023/04/13 3:21:58 PM AST","2026","Man","White","Physical Sciences (including math, computer science)","Upper-middle class","Unsure","In the past month","I have never chosen to take a class S/NC","I would rather raise a child starting now","Most of my close friends have the same socioeconomic status as me","","Somewhat approve","0-5 drinks"
"2023/04/13 3:22:40 PM AST","2026","Man","Black;White","Physical Sciences (including math, computer science)","Middle class","Support","In the past 6 months","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","No idea","Somewhat approve","5-10 drinks"
"2023/04/13 3:24:00 PM AST","2026","Man","White","Life Sciences","Lower-middle class","Oppose","In the past month","I have never chosen to take a class S/NC","I would rather never have the opportunity","Most of my close friends have the same socioeconomic status as me","ur mom","Unsure","0-5 drinks"
"2023/04/13 3:25:24 PM AST","2026","Woman","Black","Life Sciences","Lower class","Unsure","In the past month","Yes, I regret choosing to take multiple classes S/NC","I would rather never have the opportunity","Most of my close friends are the same race as me","idk","Somewhat approve","Zero – I don’t drink"
"2023/04/13 3:26:51 PM AST","2025","Man","Asian","Humanities/Arts;Life Sciences","Upper class","Oppose","In the past week","I have never chosen to take a class S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me","","Somewhat disapprove","Zero – I don’t drink"
"2023/04/13 3:26:59 PM AST","2025","Woman","Asian","Humanities/Arts;Life Sciences","Upper-middle class","Oppose","In the past week","Yes, I regret choosing to take one class S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me","Roberts","Unsure","0-5 drinks"
"2023/04/13 3:30:06 PM AST","2026","Woman","Asian","Humanities/Arts","Upper-middle class","Unsure","In the past week","Yes, I regret choosing to take one class S/NC","I would rather never have the opportunity","Prefer not to answer","","Somewhat approve","5-10 drinks"
"2023/04/13 3:40:14 PM AST","2026","Man","Black;White","Social Sciences (including economics, CLPS)","Middle class","Oppose","In the past week","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Prefer not to answer","","Somewhat disapprove","10-15 drinks"
"2023/04/13 3:41:35 PM AST","2026","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Upper-middle class","Unsure","In the past month","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends are the same race as me;Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","Kennedy","Somewhat disapprove","0-5 drinks"
"2023/04/13 3:43:02 PM AST","2026","Man","White","Humanities/Arts","Upper-middle class","Oppose","In the past week","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","None of these statements applies to me","John roberts","Strongly approve","0-5 drinks"
"2023/04/13 3:44:02 PM AST","2024","Man","White","Life Sciences","Upper class","Oppose","In the past year","No, I do not regret taking any classes S/NC","Unsure","Most of my close friends are the same race as me;Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","Kennedy","Somewhat disapprove","0-5 drinks"
"2023/04/13 3:45:12 PM AST","2026","Man","Black","Physical Sciences (including math, computer science)","Lower class","Oppose","In the past week","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me","Idc","Somewhat approve","0-5 drinks"
"2023/04/13 3:45:33 PM AST","2025","Man","White","Life Sciences","Upper-middle class","Oppose","In the past week","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends are the same gender as me","Unsure","Unsure","Zero – I don’t drink"
"2023/04/13 3:46:18 PM AST","2026","Woman","White","Life Sciences","Upper class","Oppose","In the past month","I have never chosen to take a class S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me;Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","","Unsure","0-5 drinks"
"2023/04/13 3:47:41 PM AST","2025","Woman","White","Physical Sciences (including math, computer science)","Upper class","Unsure","In the past month","Yes, I regret choosing to take one class S/NC","I would rather raise a child starting now","Most of my close friends are the same gender as me","John Roberts","Somewhat approve","5-10 drinks"
"2023/04/13 3:48:35 PM AST","2026","Non-binary","White","Humanities/Arts","Middle class","Oppose","In the past month","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends are the same race as me","John Roberts","Somewhat approve","Zero – I don’t drink"
"2023/04/13 3:48:46 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","Upper-middle class","Oppose","Unsure","Yes, I regret choosing to take one class S/NC","I would rather never have the opportunity","Most of my close friends are the same gender as me","","Unsure","5-10 drinks"
"2023/04/13 3:48:49 PM AST","2023","Woman","White","Physical Sciences (including math, computer science)","Lower-middle class","Unsure","In the past week","Yes, I regret choosing to take one class S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me;Most of my close friends are the same gender as me","Sotomayor?","Somewhat disapprove","10-15 drinks"
"2023/04/13 3:49:20 PM AST","2024","Man","Asian;Middle Eastern or North African;White","Physical Sciences (including math, computer science)","Upper-middle class","Oppose","In the past week","Yes, I regret choosing to take one class S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me;Most of my close friends have the same socioeconomic status as me","John Roberts","Strongly disapprove","Zero – I don’t drink"
"2023/04/13 3:53:13 PM AST","2026","Man","White","Physical Sciences (including math, computer science)","Upper class","Oppose","In the past month","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends are the same race as me;Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","John Roberts","Unsure","10-15 drinks"
"2023/04/13 3:53:30 PM AST","2026","Man","Black","Physical Sciences (including math, computer science)","Lower-middle class","Oppose","Unsure","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me;Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","","Strongly approve","Zero – I don’t drink"
"2023/04/13 3:55:24 PM AST","2024","Woman","Asian","Social Sciences (including economics, CLPS)","Upper-middle class","Oppose","In the past week","I have never chosen to take a class S/NC","Unsure","None of these statements applies to me","Robert something","Somewhat disapprove","10-15 drinks"
"2023/04/13 3:55:40 PM AST","2023.5","Man","White","Physical Sciences (including math, computer science)","Upper class","Oppose","In the past month","Yes, I regret choosing to take one class S/NC","I would rather never have the opportunity","Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","Justice Roberts","Somewhat disapprove","5-10 drinks"
"2023/04/13 3:55:50 PM AST","2023","Man","White","Physical Sciences (including math, computer science)","Upper class","Support","In the past 6 months","Yes, I regret choosing to take multiple classes S/NC","I would rather never have the opportunity","Most of my close friends are the same race as me;Most of my close friends have the same socioeconomic status as me","John Roberts","Unsure","5-10 drinks"
"2023/04/13 3:56:18 PM AST","2024","Man","Hispanic;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Upper-middle class","Oppose","More than a year ago","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","None of these statements applies to me","John Roberts","Unsure","5-10 drinks"
