"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Which of the following do you consider yourself to be?","Are you currently in a relationship?","Who do you think will win the 2024 US Presidential election?","How often do you use marijuana?","Who is primarily responsible for paying your college tuition (that is not covered by financial aid)?","Have you ever used ChatGPT (or other generative AI) in violation of a course policy?","Are your parents currently married (to each other) ?","How often do you have sex?","Do you usually lock the door when you leave your dorm, suite, or house/apartment?","If you could be President of the US at some point in your life, would you want the job?","Do you think you have more sex than the average Brown student?"
"2024/10/10 1:36:35 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Donald Trump","Once a week","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","No","No, significantly less"
"2024/10/10 1:38:55 PM AST","2027","Woman","White","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","Daily or almost daily","No","No","Yes, significantly more"
"2024/10/10 1:41:05 PM AST","2026","Woman","Asian;White","Physical Sciences (including math, computer science)","Bisexual;Asexual;Queer","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","Yes","No","Yes, somewhat more"
"2024/10/10 1:41:29 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","No","No","No, significantly less"
"2024/10/10 1:42:31 PM AST","2026","Man","Hispanic or Latino;White","Physical Sciences (including math, computer science)","Bisexual","No","Unsure","Daily or almost daily","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per month","No","No","About average"
"2024/10/10 1:42:44 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 1:43:28 PM AST","2025","Man;Questioning","Asian;White","Humanities/Arts;Physical Sciences (including math, computer science)","Bisexual","Yes","Kamala Harris","2-3 times per week","My parents or guardians pay all of my tuition","Unsure","Yes","Once a week","Yes","Yes","About average"
"2024/10/10 1:49:30 PM AST","2026","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Unsure","No, divorced or separated","Less than once a month","No","Yes","No, significantly less"
"2024/10/10 1:49:56 PM AST","2026","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","No","No, somewhat less"
"2024/10/10 1:51:07 PM AST","2025","Woman","Black","Social Sciences (including economics, CLPS)","Queer","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/10 1:56:13 PM AST","2027.5","Man","Asian","Physical Sciences (including math, computer science)","Straight","Yes","Donald Trump","Once a week","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","2-3 times per week","Yes","Yes","Yes, significantly more"
"2024/10/10 2:00:23 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","Yes","No, significantly less"
"2024/10/10 2:02:42 PM AST","2026","Man","Asian","Life Sciences","Straight","Yes","Prefer not to answer","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","Prefer not to answer","No","No","Prefer not to answer"
"2024/10/10 2:08:35 PM AST","2024.5","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 2:08:49 PM AST","2025","Woman","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 2:09:43 PM AST","2027","Woman","White","Life Sciences","Bisexual;Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","No","No, significantly less"
"2024/10/10 2:11:03 PM AST","2028","Man","Asian","Life Sciences","Straight","No","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, somewhat less"
"2024/10/10 2:12:09 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","Gay","No","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","Yes","No, significantly less"
"2024/10/10 2:13:21 PM AST","2026","Man","Prefer not to answer","Social Sciences (including economics, CLPS)","Prefer not to answer","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/10 2:15:04 PM AST","2025","Woman","White","Social Sciences (including economics, CLPS)","Straight;Questioning","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Once a month","Yes","Yes","No, somewhat less"
"2024/10/10 2:15:21 PM AST","2028","Woman","Asian","Physical Sciences (including math, computer science)","Straight","No","Prefer not to answer","Prefer not to answer","Prefer not to answer","Yes","Other","Prefer not to answer","Prefer not to answer","No","No, significantly less"
"2024/10/10 2:19:01 PM AST","2025","Man","White","Life Sciences","Bisexual","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Unsure","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 2:21:31 PM AST","2026","Man","Asian;White","Social Sciences (including economics, CLPS)","Gay","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","2-3 times per week","No","No","Yes, somewhat more"
"2024/10/10 2:22:20 PM AST","2026","Man","Asian","Humanities/Arts","Straight","No","Donald Trump","Once a month","I pay all of my tuition","Yes","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/10 2:23:41 PM AST","2028","Woman","Asian;Prefer not to answer","Life Sciences;Physical Sciences (including math, computer science)","Bisexual","Yes","Donald Trump","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","Once a month","Yes","No","No, significantly less"
"2024/10/10 2:24:07 PM AST","2026","Woman","White","Humanities/Arts","Straight","No","Kamala Harris","Prefer not to answer","My parents or guardians pay all of my tuition","No","Yes","Once a month","No","No","Yes, somewhat more"
"2024/10/10 2:24:17 PM AST","2028","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Prefer not to answer","Prefer not to answer","Prefer not to answer","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 2:24:51 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","4-5 times per week","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","No","Unsure"
"2024/10/10 2:25:38 PM AST","2028","Man","White","Life Sciences","Gay","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Unsure","Yes","Unsure","No","No","About average"
"2024/10/10 2:27:18 PM AST","2028","Woman","White","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","I pay all of my tuition","No","Yes","I have never had sex","Yes","Yes","No, somewhat less"
"2024/10/10 2:27:36 PM AST","2026","Man","White","Life Sciences","Straight","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","No","Yes","About average"
"2024/10/10 2:30:41 PM AST","2027","Woman","Prefer not to answer","Life Sciences;Physical Sciences (including math, computer science)","Prefer not to answer","No","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 2:31:55 PM AST","2027","Woman","White","Humanities/Arts","Straight","No","Kamala Harris","Prefer not to answer","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","No, never married","2-3 times per month","Yes","Yes","No, somewhat less"
"2024/10/10 2:31:59 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Donald Trump","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","Yes","About average"
"2024/10/10 2:32:36 PM AST","2028","Woman","Asian;Black;White","Humanities/Arts;Physical Sciences (including math, computer science)","Bisexual;Queer","Yes","Unsure","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","No","No, somewhat less"
"2024/10/10 2:41:02 PM AST","2025","Man","Middle Eastern or North African;White","Humanities/Arts","Straight","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 2:45:22 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","Unsure","Yes","I have never had sex","Yes","Yes","Unsure"
"2024/10/10 2:46:56 PM AST","2028","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","Once a month","No","Yes","No, significantly less"
"2024/10/10 2:47:42 PM AST","2028","Woman","Hispanic or Latino;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Unsure","Once a month","My parents or guardians pay all of my tuition","No","No, divorced or separated","I have never had sex","No","No","No, significantly less"
"2024/10/10 2:49:46 PM AST","2028","Woman","White","Life Sciences","Bisexual","No","Kamala Harris","2-3 times per month","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/10 2:58:31 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","No","Unsure","2-3 times per month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","Unsure","Yes","No","No, somewhat less"
"2024/10/10 3:05:01 PM AST","2024.5","Man","White","Humanities/Arts","Gay;Bisexual;Queer","No","Kamala Harris","I have never used marijuana","Unsure","No","No, divorced or separated","Unsure","No","No","About average"
"2024/10/10 3:06:57 PM AST","2027","Woman","White","Humanities/Arts","Bisexual","Unsure","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","4-5 times per week","Yes","No","Yes, somewhat more"
"2024/10/10 3:07:17 PM AST","2026","Man","Asian","Life Sciences","Straight","No","Unsure","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","No","Unsure"
